,col
281561,tape_drive
281562,tape_transport
281567,transferral
281766,Tamil
281928,jemmy
281954,helicopter
281956,whirlybird
281957,eggbeater
281965,Lahore
282355,Punjab
283113,chink
283114,Chinaman
283265,slot
283267,time_slot
283272,expansion_slot
283274,one-armed_bandit
283282,childless
283306,Washington_D.C.
283307,American_capital
283308,capital_of_the_United_States
283312,Capital
283315,George_Washington
283316,President_Washington
283318,Booker_T._Washington
283319,Booker_Taliaferro_Washington
283518,coordinate
283519,co-ordinate
283525,align
283526,ordinate
283754,Jolliet
283755,Louis_Jolliet
283756,Joliet
283757,Louis_Joliet
283785,Han
283786,Han_dynasty
284030,Manitoba
284169,Crimea
284183,dam
284184,dike
284185,dyke
284186,decameter
284187,dekameter
284188,decametre
284189,dekametre
284191,dkm
284194,dam_up
284222,retaliation
284223,revenge
284225,avenge
284226,retaliate
284390,difficult
284392,unmanageable
284394,relief
284395,alleviation
284396,assuagement
284398,ease
284400,stand-in
284403,reliever
284405,backup_man
284406,fill-in
284408,succor
284409,succour
284410,ministration
284414,rest_period
284415,easing
284416,moderation
284420,easement
284424,relievo
284425,rilievo
284426,embossment
284427,sculptural_relief
284429,Oakland
284430,baronet
284431,Bart
284432,Bradford
284433,William_Bradford
284434,twerp
284435,twirp
284439,taunting
284563,Brighton
284565,melanoma
284566,malignant_melanoma
284581,transpose
284583,permute
284786,Vermont
284787,Green_Mountain_State
284788,VT
284789,cud
284790,rechewed_food
284791,chew
284792,chaw
284794,quid
285709,Burundi
285710,Republic_of_Burundi
285712,Burundian
285727,masthead
285734,signal_flag
285738,flagstone
285742,sag
285743,droop
285748,ease_off
285749,slacken_off
285850,dilemma
285851,quandary
285857,disincentive
285858,deterrence
285859,determent
285861,intimidation
285872,rand
285874,Ayn_Rand
285927,barium
285928,Ba
285929,atomic_number_56
285930,Bachelor_of_Arts
285931,BA
285932,Artium_Baccalaurens
285933,AB
286090,nightmare
286091,incubus
286541,neuter
286542,spay
286543,castrate
286544,altered
286545,neutered
286768,roach
286770,R-2
286771,Mexican_valium
286772,rophy
286773,rope
286774,roofy
286776,forget_me_drug
286778,cockroach
286781,Rutilus_rutilus
286848,fine-looking
286849,good-looking
286850,better-looking
286852,well-favored
286853,well-favoured
286900,pressing
286901,urgent
286908,declaration
286913,announcement
286914,proclamation
286915,annunciation
286920,souffle
287014,conformist
287016,conforming
287018,revisit
287074,Fez
287075,Fes
287113,sisterhood
287114,sistership
287123,hyena
287124,hyaena
287270,Korea
287271,Korean_Peninsula
287272,Dae-Han-Min-Gook
287273,Han-Gook
287518,American_Standard_Code_for_Information_Interchange
287519,ASCII
287541,bulletin_board_system
287542,bulletin_board
287543,electronic_bulletin_board
287544,bbs
287545,BB
287546,BB_shot
287547,Chemnitz
287548,Karl-Marx-Stadt
287587,Drug_Enforcement_Administration
287588,Drug_Enforcement_Agency
287589,DEA
287922,placement
287923,location
287924,locating
287926,positioning
287927,emplacement
287935,aligning
288139,avowal
288140,avouchment
288300,Spanish
288302,Spanish_people
288365,fireproof
288385,committedness
288386,commitment
288388,allegiance
288389,loyalty
288390,dedication
288443,fishpond
288457,human_relationship
288615,lightning
288636,German
288638,High_German
288639,German_language
288642,linguistic_communication
288653,linguistic_process
288661,speech_pattern
288664,dialect
288665,idiom
288671,accent_mark
288700,seaside
288701,seaboard
288817,Io
288819,playtime
288820,playday
288938,meatball
288954,mushroom
288958,mushroom_cloud
288959,mushroom-shaped_cloud
289124,vibration
289125,vibe
289299,vallecula
289301,furrow
289371,fandango
289465,candid
289466,forthright
289468,free-spoken
289469,outspoken
289470,plainspoken
289471,point-blank
289472,straight-from-the-shoulder
289476,heart-to-heart
289477,waterfall
289478,falls
289565,mare
289566,maria
289567,Maria
289568,Calophyllum_longifolium
289665,glossiness
289673,Polish
289679,refine
289680,fine-tune
289684,round_off
289685,polish_up
289714,Greensboro
289750,vodka
290353,mistress
290354,kept_woman
290355,fancy_woman
290356,schoolmarm
290357,schoolma'am
290358,schoolmistress
290361,dominatrix
290470,full_moon
290471,full-of-the-moon
290472,full_phase_of_the_moon
290485,replete
290494,fully
290495,to_the_full
290618,endorser
290619,indorser
290620,ratifier
290624,contributor
290843,pork
290844,porc
290845,pork_barrel
290924,soldier
290952,mental
290955,genial
290980,scrum
290981,scrummage
290984,inclination
290986,leaning
291005,skimpy
291007,coaching
291008,coaching_job
291012,advice
291213,rodeo
291217,decigram
291218,dg
291259,pax
291260,kiss_of_peace
291962,companionship
291966,high_society
291967,beau_monde
291968,smart_set
291969,bon_ton
292149,grammatical_gender
292509,fifteen
292510,15
292511,XV
292514,xv
292525,shooting
292718,tyrant
292719,autocrat
292720,despot
292825,slowdown
292827,retardation
293055,Anunnaki
293056,Enuki
293103,frieze
293224,Bergman
293225,Ingrid_Bergman
293227,Ingmar_Bergman
293275,celestial_orbit
293289,electron_orbit
293290,eye_socket
293292,cranial_orbit
293293,orbital_cavity
293294,orb
293296,revolve
293445,grandma
293446,grandmother
293447,granny
293448,grannie
293449,gran
293450,nan
293451,nanna
293453,granny_knot
294140,censored
294169,crew
294171,bunch
294176,crowd_together
298135,championship
298160,superhuman
298403,dogtooth_violet
298404,dogtooth
298405,dog's-tooth_violet
298406,canine
298407,canine_tooth
298408,eyetooth
298409,eye_tooth
298411,cuspid
298501,tumbleweed
298502,Russian_thistle
298503,Russian_tumbleweed
298504,Russian_cactus
298506,Salsola_kali_tenuifolia
298507,winged_pigweed
298509,Cycloloma_atriplicifolium
298511,Amaranthus_albus
298512,Amaranthus_graecizans
298535,windstorm
298634,Monteverdi
298635,Claudio_Monteverdi
298636,Mendelssohn
298637,Felix_Mendelssohn
298638,Jakob_Ludwig_Felix_Mendelssohn-Bartholdy
298678,scalper
298720,reticular_activating_system
298721,RAS
298722,radium
298723,Ra
298724,atomic_number_88
298726,Re
298727,right_ascension
298728,RA
298729,celestial_longitude
298793,cheetah
298794,chetah
298795,Acinonyx_jubatus
298796,Godard
298797,Jean_Luc_Godard
298816,Yahweh
298817,YHWH
298818,Yahwe
298819,Yahveh
298820,YHVH
298821,Yahve
298822,Wahvey
298823,Jahvey
298824,Jahweh
298826,JHVH
298876,Irani
298877,Iranian
298878,Persian
298880,Iranian_language
298966,face_fungus
298967,whiskers
298971,byssus
298999,fitted
299022,spectacles
299023,specs
299024,eyeglasses
299025,glasses
299028,drinking_glass
299030,glassful
299031,field_glass
299033,spyglass
299046,looking_glass
299053,glass_in
299057,glass_over
299058,glaze_over
299059,eyebrow
299060,brow
299061,supercilium
299265,gallows
299391,floorshow
299392,floor_show
299393,darts
299396,flit
299461,consent
299487,whistle_blower
299488,whistle-blower
299489,whistleblower
299494,privacy
299495,privateness
299496,seclusion
299611,analysis
299613,analytic_thinking
299617,psychoanalysis
299619,depth_psychology
299633,encoding
299634,encryption
299811,island_of_Jersey
299812,jersey
299813,T-shirt
299814,tee_shirt
299876,imperativeness
299877,insistence
299878,insistency
299882,public_press
299884,printing_press
299888,wardrobe
299889,closet
299893,mechanical_press
299895,military_press
299907,compress
299929,weight-lift
299930,weightlift
300062,cover_girl
300063,pin-up
300069,knit
300070,knitting
300071,knitwork
300076,pucker
300077,rumple
300079,crumple
300081,wool
300082,woolen
300083,woollen
300093,stilt
300094,stiltbird
300095,longlegs
300096,long-legs
300097,stilt_plover
300098,Himantopus_stilt
300151,chant
300152,intone
300153,intonate
300154,cantillate
300158,chanted
300163,limestone
300190,durable
300191,lasting
300192,long-lasting
300193,long-lived
300195,long-wearing
300197,indestructible
300198,perdurable
300199,undestroyable
300200,swimsuit
300201,swimwear
300202,bathing_suit
300203,swimming_costume
300204,bathing_costume
300225,fab
300289,unplayable
300312,bally
300313,blinking
300316,crashing
300525,kino
300526,gum_kino
300527,kino_gum
300529,Pterocarpus_marsupium
301169,delta
301176,Romeo
301182,November
301183,Nov
301609,motel
301619,alumnus
301620,alumna
301621,alum
301622,graduate
301704,bilingual
301705,bilingualist
301739,liability
301740,indebtedness
301742,financial_obligation
301754,enfranchisement
301757,corroboration
301760,credential
301761,credentials
301836,macro
301837,macro_instruction
301839,organism
301840,being
302319,sketchbook
302320,sketch_block
302321,sketch_pad
302501,representation
302504,means
302723,regrets
302727,ruefulness
302737,pass_up
302738,turn_down
302740,disapprove
302743,spurn
302744,freeze_off
302745,scorn
302746,pooh-pooh
302747,disdain
302754,turn_away
302756,rule_out
302758,winnow_out
302760,jilted
302761,rejected
302762,spurned
303047,hoarfrost
303048,rime
303053,Frost
303054,Robert_Frost
303055,Robert_Lee_Frost
303708,acupuncture
303709,stylostixis
303752,giantess
303754,hypothetical
303755,conjectural
303756,divinatory
303758,hypothetic
303759,supposed
303760,suppositional
303761,suppositious
303762,supposititious
303803,witchcraft
303804,witchery
303810,Northumberland
303854,radon
303855,Rn
303856,atomic_number_86
303857,registered_nurse
303858,RN
303902,rebellious
303903,disaffected
303904,ill-affected
303905,malcontent
304493,detour
304494,roundabout_way
304501,virgin
304509,vestal
304511,virginal
304512,virtuous
304591,swinger
304740,nudist
304741,naturist
304753,topaz
304754,tangent
304758,bronze
304768,stopcock
304770,turncock
304774,rooster
304778,tittup
304781,prance
304782,strut
304783,sashay
304805,swinging
304806,vacillation
304814,swing_over
304818,dangle
304829,lilting
304831,swingy
305531,feather_boa
305532,boa
305537,Riyadh
305538,capital_of_Saudi_Arabia
305681,prestidigitator
305682,conjurer
305683,conjuror
305684,illusionist
305812,fair_game
305814,target_area
305818,object
305882,catalysis
305883,contact_action
305884,malevolence
305885,malignity
305887,malevolency
306014,Galway
306015,mayonnaise
306016,mayo
306029,Diesel
306030,Rudolf_Diesel
306031,Rudolf_Christian_Karl_Diesel
306032,diesel
306033,diesel_engine
306034,diesel_motor
306277,tear_up
306278,rip_up
306291,neoclassic
306292,neoclassical
307346,barefoot
307347,barefooted
307348,shoeless
308024,special
308031,especial
308032,exceptional
308036,limited
308047,clubbing
308071,following
308072,followers
308073,follower
308325,crocheting
308480,geologist
308509,porcupine
308510,hedgehog
308512,Erinaceus_europaeus
308513,Erinaceus_europeaeus
308514,Gestapo
308515,merit
308517,deservingness
308519,meritoriousness
308520,deserve
308815,Wimbledon
308917,file
308926,cross-file
308932,registered
309916,milestone
309917,milepost
310039,guru
310040,Guru
310091,wig
310093,wigging
310108,packet
310111,sheaf
310114,big_bucks
310115,megabucks
310116,big_money
310118,bundle_up
310121,bunch_up
310123,cluster
310124,clump
310130,practice_bundling
310299,laminitis
310302,beginner
310303,founding_father
310306,fall_through
310307,fall_flat
310319,elevator
310443,foreclosure
310520,onset
310521,oncoming
310525,onrush
310611,pig_bed
310615,pig_it
310620,farrow
310644,anti-racketeering_law
310645,Racketeer_Influenced_and_Corrupt_Organizations_Act
310646,RICO_Act
310647,RICO
310651,screenwriter
310652,film_writer
310653,goldeneye
310654,golden-eyed_fly
310656,whistler
310657,Bucephela_clangula
310675,jump_suit
310676,jumpsuit
310692,mindfulness
310693,heedfulness
310696,detention
310697,detainment
310699,custody
311186,Senegal
311187,Republic_of_Senegal
311209,megabit
311210,Mbit
311211,Mb
311220,Bachelor_of_Medicine
311458,shower_bath
311460,rain_shower
311463,exhibitor
311464,exhibitioner
311487,clean_and_jerk
311490,make_clean
311493,houseclean
311494,clean_house
311496,cleanse
311503,scavenge
311541,plumb
311542,plum
312169,gratuity
312171,pourboire
312172,baksheesh
312173,bakshish
312174,bakshis
312175,backsheesh
312179,confidential_information
312194,fee
312195,bung
312196,topple
312204,tiptoe
312206,tippytoe
312209,tip_off
312216,cowbell
312250,Kafka
312251,Franz_Kafka
312300,flower_people
312301,hippies
312302,hipsters
312546,mirror
312581,gangrene
312582,sphacelus
312583,slough
312588,molt
312589,exuviate
312590,moult
312727,Maracaibo
312892,forgiveness
312894,pardon
313272,welding
313273,weld
313275,welder
313302,posttraumatic_stress_disorder
313303,PTSD
313378,trampoline
313407,cruise
313454,stove
313455,kitchen_stove
313457,kitchen_range
313458,cooking_stove
313460,stave
313462,stave_in
313484,antibiotic
313485,antibiotic_drug
313519,South_Dakota
313520,Coyote_State
313521,Mount_Rushmore_State
313522,SD
313548,shagged
313703,Verne
313704,Jules_Verne
313825,for_free
313826,free_of_charge
313966,masturbation
313967,onanism
314001,submerged
314002,submersed
314003,underwater
314004,subaqueous
314005,subaquatic
314302,prescript
314304,linguistic_rule
314305,principle
314308,dominion
314317,ruler
314318,govern
314321,decree
314332,harness
314333,rein
314369,dinner_jacket
314370,tux
314371,tuxedo
314372,black_tie
314446,number_one
314449,number_1
314460,first_base
